Account__,Description__,CompanyCode__,Allocable1__,Allocable2__,Allocable3__,Allocable4__,Allocable5__,Group__,Manager__
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,6,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,11,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,19,,,,,,,
1853,6802 Expenses : Advertising : Ignite - Agency Mgmt,3,,,,,,,
1854,6803 Expenses : Advertising : Post Boosting,3,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,17,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,19,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,12,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,13,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,1,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,2,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,18,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,5,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,14,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,9,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,7,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,11,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,6,,,,,,,
1855,6804 Expenses : Advertising : Social Media Ads,3,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),2,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),5,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),7,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),3,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),6,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),12,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),18,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),14,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),1,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),13,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),17,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),9,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),11,,,,,,,
4585,6805 Expenses : Advertising : Advertising (SEM),19,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,11,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,13,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,5,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,17,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,14,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,7,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,2,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,12,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,3,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,1,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,19,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,9,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,6,,,,,,,
4586,6806 Expenses : Advertising : Advertising (SEM) : Digital - Ignite,18,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,7,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,14,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,6,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,5,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,3,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,12,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,1,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,2,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,19,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,9,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,11,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,13,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,18,,,,,,,
4587,6807 Expenses : Advertising : Advertising (SEM) : Events,17,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,1,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,18,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,6,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,5,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,2,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,7,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,11,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,9,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,19,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,12,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,3,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,17,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,13,,,,,,,
4588,6808 Expenses : Advertising : Advertising (SEM) : Auburn Sponsorship,14,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,13,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,3,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,18,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,11,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,2,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,19,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,14,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,17,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,5,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,7,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,1,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,6,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,9,,,,,,,
4589,6809 Expenses : Advertising : Advertising (SEM) : US Yelp,12,,,,,,,
1036,6810 Expenses : Advertising : Editorial & Product Submission,3,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,19,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,13,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,18,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,3,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,9,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,11,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,14,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,17,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,1,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,12,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,7,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,6,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,2,,,,,,,
1037,6815 Expenses : Advertising : Ad Fund Expense,5,,,,,,,
1038,6818 Expenses : Advertising : Internal Communications,3,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,2,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,19,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,14,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,3,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,9,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,12,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,18,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,5,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,6,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,7,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,17,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,11,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,13,,,,,,,
1039,6820 Expenses : Advertising : Sponsorships,1,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),7,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),13,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),14,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),19,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),12,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),18,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),3,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),2,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),5,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),1,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),6,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),11,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),17,,,,,,,
4590,6821 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Jesse James),9,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,2,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,5,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,13,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,6,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,7,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,9,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,19,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,11,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,1,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,3,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,17,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,12,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,18,,,,,,,
4591,6822 Expenses : Advertising : Sponsorships : Sponsorships/Builds - Gladiator + $60k customization,14,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),14,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),9,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),17,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),18,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),2,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),1,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),6,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),11,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),7,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),5,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),12,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),13,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),19,,,,,,,
4592,6823 Expenses : Advertising : Sponsorships : Sponsorships/Builds (Raptor/Ram),3,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,5,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,6,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,12,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,3,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,17,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,1,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,11,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,18,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,2,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,14,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,19,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,7,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,9,,,,,,,
4593,6824 Expenses : Advertising : Sponsorships : Sponsorships/Builds - NHRA,13,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,1,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,17,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,7,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,2,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,9,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,5,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,11,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,14,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,19,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,18,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,3,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,6,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,12,,,,,,,
1040,6825 Expenses : Advertising : Direct Advertising,13,,,,,,,
1166,6826 Expenses : Advertising : TV Advertising - WCC or Other,3,,,,,,,
1300,6827 Expenses : Advertising : AutoCount,3,,,,,,,
1168,6828 Expenses : Advertising : Advertising - Digital/Print,3,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,14,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,11,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,6,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,9,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,18,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,1,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,12,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,7,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,13,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,2,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,17,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,19,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,5,,,,,,,
1169,6829 Expenses : Advertising : Graphic Designer,3,,,,,,,
1170,6830 Expenses : Advertising : Media Events,1,,,,,,,
1170,6830 Expenses : Advertising : Media Events,9,,,,,,,
1170,6830 Expenses : Advertising : Media Events,19,,,,,,,
1170,6830 Expenses : Advertising : Media Events,18,,,,,,,
1170,6830 Expenses : Advertising : Media Events,12,,,,,,,
1170,6830 Expenses : Advertising : Media Events,2,,,,,,,
1170,6830 Expenses : Advertising : Media Events,13,,,,,,,
1170,6830 Expenses : Advertising : Media Events,7,,,,,,,
1170,6830 Expenses : Advertising : Media Events,3,,,,,,,
1170,6830 Expenses : Advertising : Media Events,5,,,,,,,
1170,6830 Expenses : Advertising : Media Events,6,,,,,,,
1170,6830 Expenses : Advertising : Media Events,17,,,,,,,
1170,6830 Expenses : Advertising : Media Events,14,,,,,,,
1170,6830 Expenses : Advertising : Media Events,11,,,,,,,
1171,6831 Expenses : Advertising : Awareness Attitude & Usage,3,,,,,,,
1172,6832 Expenses : Advertising : Video/Photography,3,,,,,,,
1173,6833 Expenses : Advertising : Insider,3,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,18,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,17,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,14,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,12,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,5,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,13,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,9,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,3,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,11,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,2,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,1,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,19,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,7,,,,,,,
1174,6834 Expenses : Advertising : Trade Show Storage,6,,,,,,,
1175,6835 Expenses : Advertising : TV Placement/Exposure,3,,,,,,,
1176,6836 Expenses : Advertising : SEMA,17,,,,,,,
1176,6836 Expenses : Advertising : SEMA,11,,,,,,,
1176,6836 Expenses : Advertising : SEMA,12,,,,,,,
1176,6836 Expenses : Advertising : SEMA,7,,,,,,,
1176,6836 Expenses : Advertising : SEMA,14,,,,,,,
1176,6836 Expenses : Advertising : SEMA,19,,,,,,,
1176,6836 Expenses : Advertising : SEMA,18,,,,,,,
1176,6836 Expenses : Advertising : SEMA,6,,,,,,,
1176,6836 Expenses : Advertising : SEMA,5,,,,,,,
1176,6836 Expenses : Advertising : SEMA,9,,,,,,,
1176,6836 Expenses : Advertising : SEMA,1,,,,,,,
1176,6836 Expenses : Advertising : SEMA,2,,,,,,,
1176,6836 Expenses : Advertising : SEMA,13,,,,,,,
1176,6836 Expenses : Advertising : SEMA,3,,,,,,,
1177,6837 Expenses : Advertising : Sportsman's Gear,3,,,,,,,
1178,6838 Expenses : Advertising : Entertainment Marketing - Craig Morgan,3,,,,,,,
1179,6839 Expenses : Advertising : Super Bowl Program,3,,,,,,,
1041,6840 Expenses : Advertising : Promotions,11,,,,,,,
1041,6840 Expenses : Advertising : Promotions,14,,,,,,,
1041,6840 Expenses : Advertising : Promotions,3,,,,,,,
1041,6840 Expenses : Advertising : Promotions,13,,,,,,,
1041,6840 Expenses : Advertising : Promotions,9,,,,,,,
1041,6840 Expenses : Advertising : Promotions,7,,,,,,,
1041,6840 Expenses : Advertising : Promotions,5,,,,,,,
1041,6840 Expenses : Advertising : Promotions,18,,,,,,,
1041,6840 Expenses : Advertising : Promotions,12,,,,,,,
1041,6840 Expenses : Advertising : Promotions,19,,,,,,,
1041,6840 Expenses : Advertising : Promotions,6,,,,,,,
1041,6840 Expenses : Advertising : Promotions,17,,,,,,,
1041,6840 Expenses : Advertising : Promotions,2,,,,,,,
1041,6840 Expenses : Advertising : Promotions,1,,,,,,,
1180,6841 Expenses : Advertising : Nascar Annual,3,,,,,,,
1181,6842 Expenses : Advertising : Nascar Chase for the Cup,3,,,,,,,
1182,6843 Expenses : Advertising : MLB All-Star Game Program - 2013,3,,,,,,,
1183,6844 Expenses : Advertising : North American Hunter Gear Guide,3,,,,,,,
1042,6845 Expenses : Advertising : Magazines,18,,,,,,,
1042,6845 Expenses : Advertising : Magazines,7,,,,,,,
1042,6845 Expenses : Advertising : Magazines,11,,,,,,,
